Prefix Length,Determiners,Prompt,Answer,Correct
3,thirteen-sixteen,"The teacher ordered half of the peanuts. Did the teacher order half of the peanuts? Yes.
Two of the burgers are tasty. Are half of the burgers tasty? Maybe.
All of the pancakes are on sale. Are none of the pancakes on sale? No.
Sam ate thirteen of the pretzels. Did Sam eat sixteen of the pretzels?", No.,1
3,sixteen-thirteen,"The teacher ordered half of the peanuts. Did the teacher order half of the peanuts? Yes.
Two of the burgers are tasty. Are half of the burgers tasty? Maybe.
All of the pancakes are on sale. Are none of the pancakes on sale? No.
Mark spotted sixteen of the warnings. Did Mark spot thirteen of the warnings?", Maybe.,0
3,sixteen-at least thirteen,"The teacher ordered half of the peanuts. Did the teacher order half of the peanuts? Yes.
Two of the burgers are tasty. Are half of the burgers tasty? Maybe.
All of the pancakes are on sale. Are none of the pancakes on sale? No.
Jim ordered sixteen of the cherries. Did Jim order at least thirteen of the cherries?", Yes.,1
3,at least thirteen-sixteen,"The teacher ordered half of the peanuts. Did the teacher order half of the peanuts? Yes.
Two of the burgers are tasty. Are half of the burgers tasty? Maybe.
All of the pancakes are on sale. Are none of the pancakes on sale? No.
Sam had at least thirteen of the chocolates. Did Sam have sixteen of the chocolates?", Maybe.,1
3,sixteen-sixteen,"The teacher ordered half of the peanuts. Did the teacher order half of the peanuts? Yes.
Two of the burgers are tasty. Are half of the burgers tasty? Maybe.
All of the pancakes are on sale. Are none of the pancakes on sale? No.
John ordered sixteen of the hats. Did John order sixteen of the hats?", Yes.,1
3,at least thirteen-at least thirteen,"The teacher ordered half of the peanuts. Did the teacher order half of the peanuts? Yes.
Two of the burgers are tasty. Are half of the burgers tasty? Maybe.
All of the pancakes are on sale. Are none of the pancakes on sale? No.
Laura noticed at least thirteen of the sandwiches. Did Laura notice at least thirteen of the sandwiches?", Yes.,1
3,thirteen-sixteen,"John ate several of the oranges. Did John eat none of the oranges? No.
Sophie sold some of the cars. Did Sophie sell two of the cars? Yes.
The teacher owned half of the apples. Did the teacher own three of the apples? Maybe.
Ann ate thirteen of the sandwiches. Did Ann eat sixteen of the sandwiches?", No.,1
3,sixteen-thirteen,"John ate several of the oranges. Did John eat none of the oranges? No.
Sophie sold some of the cars. Did Sophie sell two of the cars? Yes.
The teacher owned half of the apples. Did the teacher own three of the apples? Maybe.
Sally spotted sixteen of the temples. Did Sally spot thirteen of the temples?", No.,0
3,sixteen-at least thirteen,"John ate several of the oranges. Did John eat none of the oranges? No.
Sophie sold some of the cars. Did Sophie sell two of the cars? Yes.
The teacher owned half of the apples. Did the teacher own three of the apples? Maybe.
The man ordered sixteen of the toys. Did the man order at least thirteen of the toys?", Yes.,1
3,at least thirteen-sixteen,"John ate several of the oranges. Did John eat none of the oranges? No.
Sophie sold some of the cars. Did Sophie sell two of the cars? Yes.
The teacher owned half of the apples. Did the teacher own three of the apples? Maybe.
Laura noticed at least thirteen of the sandwiches. Did Laura notice sixteen of the sandwiches?", No.,0
3,sixteen-sixteen,"John ate several of the oranges. Did John eat none of the oranges? No.
Sophie sold some of the cars. Did Sophie sell two of the cars? Yes.
The teacher owned half of the apples. Did the teacher own three of the apples? Maybe.
The man noticed sixteen of the rings. Did the man notice sixteen of the rings?", No.,0
3,at least thirteen-at least thirteen,"John ate several of the oranges. Did John eat none of the oranges? No.
Sophie sold some of the cars. Did Sophie sell two of the cars? Yes.
The teacher owned half of the apples. Did the teacher own three of the apples? Maybe.
At least thirteen of the burgers are colourful. Are at least thirteen of the burgers colourful?", Yes.,1
3,thirteen-sixteen,"Mary wanted half of the toys. Did Mary want half of the toys? Yes.
Bill had all of the sandwiches. Did Bill have none of the sandwiches? No.
Most of the burgers are mouldy. Are three of the burgers mouldy? Maybe.
The woman wanted thirteen of the backpacks. Did the woman want sixteen of the backpacks?", No.,1
3,sixteen-thirteen,"Mary wanted half of the toys. Did Mary want half of the toys? Yes.
Bill had all of the sandwiches. Did Bill have none of the sandwiches? No.
Most of the burgers are mouldy. Are three of the burgers mouldy? Maybe.
Sixteen of the candles are affordable. Are thirteen of the candles affordable?", No.,0
3,sixteen-at least thirteen,"Mary wanted half of the toys. Did Mary want half of the toys? Yes.
Bill had all of the sandwiches. Did Bill have none of the sandwiches? No.
Most of the burgers are mouldy. Are three of the burgers mouldy? Maybe.
Jo sold sixteen of the tickets. Did Jo sell at least thirteen of the tickets?", Yes.,1
3,at least thirteen-sixteen,"Mary wanted half of the toys. Did Mary want half of the toys? Yes.
Bill had all of the sandwiches. Did Bill have none of the sandwiches? No.
Most of the burgers are mouldy. Are three of the burgers mouldy? Maybe.
Robin wanted at least thirteen of the strawberries. Did Robin want sixteen of the strawberries?", No.,0
3,sixteen-sixteen,"Mary wanted half of the toys. Did Mary want half of the toys? Yes.
Bill had all of the sandwiches. Did Bill have none of the sandwiches? No.
Most of the burgers are mouldy. Are three of the burgers mouldy? Maybe.
Sixteen of the tickets are orange. Are sixteen of the tickets orange?", Yes.,1
3,at least thirteen-at least thirteen,"Mary wanted half of the toys. Did Mary want half of the toys? Yes.
Bill had all of the sandwiches. Did Bill have none of the sandwiches? No.
Most of the burgers are mouldy. Are three of the burgers mouldy? Maybe.
At least thirteen of the sweaters are impressive. Are at least thirteen of the sweaters impressive?", Yes.,1
3,thirteen-sixteen,"Ann saw several of the toys. Did Ann see none of the toys? No.
Half of the chocolates are affordable. Are some of the chocolates affordable? Yes.
Sophie owned half of the mugs. Did Sophie own three of the mugs? Maybe.
Mark owned thirteen of the pastries. Did Mark own sixteen of the pastries?", No.,1
3,sixteen-thirteen,"Ann saw several of the toys. Did Ann see none of the toys? No.
Half of the chocolates are affordable. Are some of the chocolates affordable? Yes.
Sophie owned half of the mugs. Did Sophie own three of the mugs? Maybe.
Jim owned sixteen of the scarves. Did Jim own thirteen of the scarves?", No.,0
3,sixteen-at least thirteen,"Ann saw several of the toys. Did Ann see none of the toys? No.
Half of the chocolates are affordable. Are some of the chocolates affordable? Yes.
Sophie owned half of the mugs. Did Sophie own three of the mugs? Maybe.
Sidney ordered sixteen of the umbrellas. Did Sidney order at least thirteen of the umbrellas?", Yes.,1
3,at least thirteen-sixteen,"Ann saw several of the toys. Did Ann see none of the toys? No.
Half of the chocolates are affordable. Are some of the chocolates affordable? Yes.
Sophie owned half of the mugs. Did Sophie own three of the mugs? Maybe.
The actress had at least thirteen of the shirts. Did the actress have sixteen of the shirts?", No.,0
3,sixteen-sixteen,"Ann saw several of the toys. Did Ann see none of the toys? No.
Half of the chocolates are affordable. Are some of the chocolates affordable? Yes.
Sophie owned half of the mugs. Did Sophie own three of the mugs? Maybe.
Sidney purchased sixteen of the oranges. Did Sidney purchase sixteen of the oranges?", No.,0
3,at least thirteen-at least thirteen,"Ann saw several of the toys. Did Ann see none of the toys? No.
Half of the chocolates are affordable. Are some of the chocolates affordable? Yes.
Sophie owned half of the mugs. Did Sophie own three of the mugs? Maybe.
The actress spotted at least thirteen of the snacks. Did the actress spot at least thirteen of the snacks?", Yes.,1
3,thirteen-sixteen,"Sidney liked exactly two of the strawberries. Did Sidney like none of the strawberries? No.
Ann got three of the candles. Did Ann get three of the candles? Yes.
Mark ate two of the oranges. Did Mark eat half of the oranges? Maybe.
Thirteen of the burgers are tasty. Are sixteen of the burgers tasty?", No.,1
3,sixteen-thirteen,"Sidney liked exactly two of the strawberries. Did Sidney like none of the strawberries? No.
Ann got three of the candles. Did Ann get three of the candles? Yes.
Mark ate two of the oranges. Did Mark eat half of the oranges? Maybe.
The actress saw sixteen of the candles. Did the actress see thirteen of the candles?", No.,0
3,sixteen-at least thirteen,"Sidney liked exactly two of the strawberries. Did Sidney like none of the strawberries? No.
Ann got three of the candles. Did Ann get three of the candles? Yes.
Mark ate two of the oranges. Did Mark eat half of the oranges? Maybe.
The man had sixteen of the sweaters. Did the man have at least thirteen of the sweaters?", Yes.,1
3,at least thirteen-sixteen,"Sidney liked exactly two of the strawberries. Did Sidney like none of the strawberries? No.
Ann got three of the candles. Did Ann get three of the candles? Yes.
Mark ate two of the oranges. Did Mark eat half of the oranges? Maybe.
Adam had at least thirteen of the backpacks. Did Adam have sixteen of the backpacks?", No.,0
3,sixteen-sixteen,"Sidney liked exactly two of the strawberries. Did Sidney like none of the strawberries? No.
Ann got three of the candles. Did Ann get three of the candles? Yes.
Mark ate two of the oranges. Did Mark eat half of the oranges? Maybe.
Sam ordered sixteen of the snacks. Did Sam order sixteen of the snacks?", No.,0
3,at least thirteen-at least thirteen,"Sidney liked exactly two of the strawberries. Did Sidney like none of the strawberries? No.
Ann got three of the candles. Did Ann get three of the candles? Yes.
Mark ate two of the oranges. Did Mark eat half of the oranges? Maybe.
The singer got at least thirteen of the pastries. Did the singer get at least thirteen of the pastries?", Yes.,1
3,thirteen-sixteen,"Most of the snacks are affordable. Are none of the snacks affordable? No.
The man had three of the umbrellas. Did the man have more than two of the umbrellas? Yes.
Most of the bagels are affordable. Are three of the bagels affordable? Maybe.
Sally saw thirteen of the sandwiches. Did Sally see sixteen of the sandwiches?", No.,1
3,sixteen-thirteen,"Most of the snacks are affordable. Are none of the snacks affordable? No.
The man had three of the umbrellas. Did the man have more than two of the umbrellas? Yes.
Most of the bagels are affordable. Are three of the bagels affordable? Maybe.
Laura ate sixteen of the peanuts. Did Laura eat thirteen of the peanuts?", No.,0
3,sixteen-at least thirteen,"Most of the snacks are affordable. Are none of the snacks affordable? No.
The man had three of the umbrellas. Did the man have more than two of the umbrellas? Yes.
Most of the bagels are affordable. Are three of the bagels affordable? Maybe.
Mary got sixteen of the mugs. Did Mary get at least thirteen of the mugs?", Yes.,1
3,at least thirteen-sixteen,"Most of the snacks are affordable. Are none of the snacks affordable? No.
The man had three of the umbrellas. Did the man have more than two of the umbrellas? Yes.
Most of the bagels are affordable. Are three of the bagels affordable? Maybe.
Adam spotted at least thirteen of the mice. Did Adam spot sixteen of the mice?", No.,0
3,sixteen-sixteen,"Most of the snacks are affordable. Are none of the snacks affordable? No.
The man had three of the umbrellas. Did the man have more than two of the umbrellas? Yes.
Most of the bagels are affordable. Are three of the bagels affordable? Maybe.
The actress saw sixteen of the hats. Did the actress see sixteen of the hats?", Yes.,1
3,at least thirteen-at least thirteen,"Most of the snacks are affordable. Are none of the snacks affordable? No.
The man had three of the umbrellas. Did the man have more than two of the umbrellas? Yes.
Most of the bagels are affordable. Are three of the bagels affordable? Maybe.
Adam got at least thirteen of the keyrings. Did Adam get at least thirteen of the keyrings?", Yes.,1
3,thirteen-sixteen,"Ann bought both of the sweaters. Did Ann buy two of the sweaters? Yes.
Exactly two of the umbrellas are colourful. Are three of the umbrellas colourful? No.
Adam had most of the sweaters. Did Adam have three of the sweaters? Maybe.
Jim owned thirteen of the toys. Did Jim own sixteen of the toys?", No.,1
3,sixteen-thirteen,"Ann bought both of the sweaters. Did Ann buy two of the sweaters? Yes.
Exactly two of the umbrellas are colourful. Are three of the umbrellas colourful? No.
Adam had most of the sweaters. Did Adam have three of the sweaters? Maybe.
Jim had sixteen of the churros. Did Jim have thirteen of the churros?", No.,0
3,sixteen-at least thirteen,"Ann bought both of the sweaters. Did Ann buy two of the sweaters? Yes.
Exactly two of the umbrellas are colourful. Are three of the umbrellas colourful? No.
Adam had most of the sweaters. Did Adam have three of the sweaters? Maybe.
The actor ordered sixteen of the sandwiches. Did the actor order at least thirteen of the sandwiches?", Yes.,1
3,at least thirteen-sixteen,"Ann bought both of the sweaters. Did Ann buy two of the sweaters? Yes.
Exactly two of the umbrellas are colourful. Are three of the umbrellas colourful? No.
Adam had most of the sweaters. Did Adam have three of the sweaters? Maybe.
Jo liked at least thirteen of the burgers. Did Jo like sixteen of the burgers?", No.,0
3,sixteen-sixteen,"Ann bought both of the sweaters. Did Ann buy two of the sweaters? Yes.
Exactly two of the umbrellas are colourful. Are three of the umbrellas colourful? No.
Adam had most of the sweaters. Did Adam have three of the sweaters? Maybe.
John ate sixteen of the apples. Did John eat sixteen of the apples?", No.,0
3,at least thirteen-at least thirteen,"Ann bought both of the sweaters. Did Ann buy two of the sweaters? Yes.
Exactly two of the umbrellas are colourful. Are three of the umbrellas colourful? No.
Adam had most of the sweaters. Did Adam have three of the sweaters? Maybe.
Mary got at least thirteen of the rings. Did Mary get at least thirteen of the rings?", Yes.,1
3,thirteen-sixteen,"None of the hats are red. Are all of the hats red? No.
The woman got both of the shoes. Did the woman get two of the shoes? Yes.
Sally bought half of the peanuts. Did Sally buy three of the peanuts? Maybe.
Thirteen of the toys are on sale. Are sixteen of the toys on sale?", No.,1
3,sixteen-thirteen,"None of the hats are red. Are all of the hats red? No.
The woman got both of the shoes. Did the woman get two of the shoes? Yes.
Sally bought half of the peanuts. Did Sally buy three of the peanuts? Maybe.
Mark purchased sixteen of the pastries. Did Mark purchase thirteen of the pastries?", No.,0
3,sixteen-at least thirteen,"None of the hats are red. Are all of the hats red? No.
The woman got both of the shoes. Did the woman get two of the shoes? Yes.
Sally bought half of the peanuts. Did Sally buy three of the peanuts? Maybe.
Sidney spotted sixteen of the stores. Did Sidney spot at least thirteen of the stores?", Yes.,1
3,at least thirteen-sixteen,"None of the hats are red. Are all of the hats red? No.
The woman got both of the shoes. Did the woman get two of the shoes? Yes.
Sally bought half of the peanuts. Did Sally buy three of the peanuts? Maybe.
The actor saw at least thirteen of the cats. Did the actor see sixteen of the cats?", No.,0
3,sixteen-sixteen,"None of the hats are red. Are all of the hats red? No.
The woman got both of the shoes. Did the woman get two of the shoes? Yes.
Sally bought half of the peanuts. Did Sally buy three of the peanuts? Maybe.
John saw sixteen of the rings. Did John see sixteen of the rings?", No.,0
3,at least thirteen-at least thirteen,"None of the hats are red. Are all of the hats red? No.
The woman got both of the shoes. Did the woman get two of the shoes? Yes.
Sally bought half of the peanuts. Did Sally buy three of the peanuts? Maybe.
Ann ordered at least thirteen of the pretzels. Did Ann order at least thirteen of the pretzels?", Yes.,1
3,thirteen-sixteen,"Ann ate some of the cakes. Did Ann eat two of the cakes? Yes.
Bill bought most of the toys. Did Bill buy three of the toys? Maybe.
The man spotted exactly two of the pastries. Did the man spot one of the pastries? No.
Sally noticed thirteen of the keyrings. Did Sally notice sixteen of the keyrings?", No.,1
3,sixteen-thirteen,"Ann ate some of the cakes. Did Ann eat two of the cakes? Yes.
Bill bought most of the toys. Did Bill buy three of the toys? Maybe.
The man spotted exactly two of the pastries. Did the man spot one of the pastries? No.
Sixteen of the strawberries are on sale. Are thirteen of the strawberries on sale?", Yes.,1
3,sixteen-at least thirteen,"Ann ate some of the cakes. Did Ann eat two of the cakes? Yes.
Bill bought most of the toys. Did Bill buy three of the toys? Maybe.
The man spotted exactly two of the pastries. Did the man spot one of the pastries? No.
Sixteen of the cars are blue. Are at least thirteen of the cars blue?", Yes.,1
3,at least thirteen-sixteen,"Ann ate some of the cakes. Did Ann eat two of the cakes? Yes.
Bill bought most of the toys. Did Bill buy three of the toys? Maybe.
The man spotted exactly two of the pastries. Did the man spot one of the pastries? No.
Sophie wanted at least thirteen of the cupcakes. Did Sophie want sixteen of the cupcakes?", Yes.,0
3,sixteen-sixteen,"Ann ate some of the cakes. Did Ann eat two of the cakes? Yes.
Bill bought most of the toys. Did Bill buy three of the toys? Maybe.
The man spotted exactly two of the pastries. Did the man spot one of the pastries? No.
Mary liked sixteen of the rings. Did Mary like sixteen of the rings?", Yes.,1
3,at least thirteen-at least thirteen,"Ann ate some of the cakes. Did Ann eat two of the cakes? Yes.
Bill bought most of the toys. Did Bill buy three of the toys? Maybe.
The man spotted exactly two of the pastries. Did the man spot one of the pastries? No.
At least thirteen of the shirts are green. Are at least thirteen of the shirts green?", Yes.,1
3,thirteen-sixteen,"John had some of the keyrings. Did John have more than one of the keyrings? Yes.
Mary saw most of the umbrellas. Did Mary see three of the umbrellas? Maybe.
Exactly two of the bagels are sold out. Are one of the bagels sold out? No.
The actor got thirteen of the scarves. Did the actor get sixteen of the scarves?", No.,1
3,sixteen-thirteen,"John had some of the keyrings. Did John have more than one of the keyrings? Yes.
Mary saw most of the umbrellas. Did Mary see three of the umbrellas? Maybe.
Exactly two of the bagels are sold out. Are one of the bagels sold out? No.
Ann ordered sixteen of the sweaters. Did Ann order thirteen of the sweaters?", Yes.,1
3,sixteen-at least thirteen,"John had some of the keyrings. Did John have more than one of the keyrings? Yes.
Mary saw most of the umbrellas. Did Mary see three of the umbrellas? Maybe.
Exactly two of the bagels are sold out. Are one of the bagels sold out? No.
Sixteen of the cars are red. Are at least thirteen of the cars red?", Yes.,1
3,at least thirteen-sixteen,"John had some of the keyrings. Did John have more than one of the keyrings? Yes.
Mary saw most of the umbrellas. Did Mary see three of the umbrellas? Maybe.
Exactly two of the bagels are sold out. Are one of the bagels sold out? No.
Jo bought at least thirteen of the cakes. Did Jo buy sixteen of the cakes?", Maybe.,1
3,sixteen-sixteen,"John had some of the keyrings. Did John have more than one of the keyrings? Yes.
Mary saw most of the umbrellas. Did Mary see three of the umbrellas? Maybe.
Exactly two of the bagels are sold out. Are one of the bagels sold out? No.
Sidney wanted sixteen of the backpacks. Did Sidney want sixteen of the backpacks?", Yes.,1
3,at least thirteen-at least thirteen,"John had some of the keyrings. Did John have more than one of the keyrings? Yes.
Mary saw most of the umbrellas. Did Mary see three of the umbrellas? Maybe.
Exactly two of the bagels are sold out. Are one of the bagels sold out? No.
The actress saw at least thirteen of the cakes. Did the actress see at least thirteen of the cakes?", Yes.,1
3,thirteen-sixteen,"Jim bought half of the scarves. Did Jim buy three of the scarves? Maybe.
Three of the warnings are impressive. Are three of the warnings impressive? Yes.
Laura bought several of the candles. Did Laura buy none of the candles? No.
The actress owned thirteen of the shirts. Did the actress own sixteen of the shirts?", No.,1
3,sixteen-thirteen,"Jim bought half of the scarves. Did Jim buy three of the scarves? Maybe.
Three of the warnings are impressive. Are three of the warnings impressive? Yes.
Laura bought several of the candles. Did Laura buy none of the candles? No.
Jim owned sixteen of the backpacks. Did Jim own thirteen of the backpacks?", Maybe.,0
3,sixteen-at least thirteen,"Jim bought half of the scarves. Did Jim buy three of the scarves? Maybe.
Three of the warnings are impressive. Are three of the warnings impressive? Yes.
Laura bought several of the candles. Did Laura buy none of the candles? No.
Bill liked sixteen of the bottles. Did Bill like at least thirteen of the bottles?", Yes.,1
3,at least thirteen-sixteen,"Jim bought half of the scarves. Did Jim buy three of the scarves? Maybe.
Three of the warnings are impressive. Are three of the warnings impressive? Yes.
Laura bought several of the candles. Did Laura buy none of the candles? No.
The woman owned at least thirteen of the bagels. Did the woman own sixteen of the bagels?", No.,0
3,sixteen-sixteen,"Jim bought half of the scarves. Did Jim buy three of the scarves? Maybe.
Three of the warnings are impressive. Are three of the warnings impressive? Yes.
Laura bought several of the candles. Did Laura buy none of the candles? No.
Robin had sixteen of the keyrings. Did Robin have sixteen of the keyrings?", Yes.,1
3,at least thirteen-at least thirteen,"Jim bought half of the scarves. Did Jim buy three of the scarves? Maybe.
Three of the warnings are impressive. Are three of the warnings impressive? Yes.
Laura bought several of the candles. Did Laura buy none of the candles? No.
John wanted at least thirteen of the candles. Did John want at least thirteen of the candles?", Yes.,1
3,thirteen-sixteen,"Ann purchased half of the chocolates. Did Ann purchase half of the chocolates? Yes.
Most of the scarves are orange. Are none of the scarves orange? No.
Adam ate half of the peanuts. Did Adam eat three of the peanuts? Maybe.
Lucy spotted thirteen of the giraffes. Did Lucy spot sixteen of the giraffes?", No.,1
3,sixteen-thirteen,"Ann purchased half of the chocolates. Did Ann purchase half of the chocolates? Yes.
Most of the scarves are orange. Are none of the scarves orange? No.
Adam ate half of the peanuts. Did Adam eat three of the peanuts? Maybe.
Ann owned sixteen of the oranges. Did Ann own thirteen of the oranges?", No.,0
3,sixteen-at least thirteen,"Ann purchased half of the chocolates. Did Ann purchase half of the chocolates? Yes.
Most of the scarves are orange. Are none of the scarves orange? No.
Adam ate half of the peanuts. Did Adam eat three of the peanuts? Maybe.
The singer spotted sixteen of the pancakes. Did the singer spot at least thirteen of the pancakes?", Yes.,1
3,at least thirteen-sixteen,"Ann purchased half of the chocolates. Did Ann purchase half of the chocolates? Yes.
Most of the scarves are orange. Are none of the scarves orange? No.
Adam ate half of the peanuts. Did Adam eat three of the peanuts? Maybe.
Lucy ate at least thirteen of the pretzels. Did Lucy eat sixteen of the pretzels?", Maybe.,1
3,sixteen-sixteen,"Ann purchased half of the chocolates. Did Ann purchase half of the chocolates? Yes.
Most of the scarves are orange. Are none of the scarves orange? No.
Adam ate half of the peanuts. Did Adam eat three of the peanuts? Maybe.
Sidney ordered sixteen of the cherries. Did Sidney order sixteen of the cherries?", Yes.,1
3,at least thirteen-at least thirteen,"Ann purchased half of the chocolates. Did Ann purchase half of the chocolates? Yes.
Most of the scarves are orange. Are none of the scarves orange? No.
Adam ate half of the peanuts. Did Adam eat three of the peanuts? Maybe.
At least thirteen of the apples are cold. Are at least thirteen of the apples cold?", Yes.,1
3,thirteen-sixteen,"None of the sandwiches are cold. Are several of the sandwiches cold? No.
Some of the shoes are impressive. Are two of the shoes impressive? Yes.
Jo bought two of the shirts. Did Jo buy half of the shirts? Maybe.
Mary ate thirteen of the bagels. Did Mary eat sixteen of the bagels?", No.,1
3,sixteen-thirteen,"None of the sandwiches are cold. Are several of the sandwiches cold? No.
Some of the shoes are impressive. Are two of the shoes impressive? Yes.
Jo bought two of the shirts. Did Jo buy half of the shirts? Maybe.
Bill spotted sixteen of the mugs. Did Bill spot thirteen of the mugs?", No.,0
3,sixteen-at least thirteen,"None of the sandwiches are cold. Are several of the sandwiches cold? No.
Some of the shoes are impressive. Are two of the shoes impressive? Yes.
Jo bought two of the shirts. Did Jo buy half of the shirts? Maybe.
Sidney purchased sixteen of the candles. Did Sidney purchase at least thirteen of the candles?", Yes.,1
3,at least thirteen-sixteen,"None of the sandwiches are cold. Are several of the sandwiches cold? No.
Some of the shoes are impressive. Are two of the shoes impressive? Yes.
Jo bought two of the shirts. Did Jo buy half of the shirts? Maybe.
Sidney liked at least thirteen of the sweaters. Did Sidney like sixteen of the sweaters?", No.,0
3,sixteen-sixteen,"None of the sandwiches are cold. Are several of the sandwiches cold? No.
Some of the shoes are impressive. Are two of the shoes impressive? Yes.
Jo bought two of the shirts. Did Jo buy half of the shirts? Maybe.
The man sold sixteen of the sandwiches. Did the man sell sixteen of the sandwiches?", Yes.,1
3,at least thirteen-at least thirteen,"None of the sandwiches are cold. Are several of the sandwiches cold? No.
Some of the shoes are impressive. Are two of the shoes impressive? Yes.
Jo bought two of the shirts. Did Jo buy half of the shirts? Maybe.
The teacher ordered at least thirteen of the toys. Did the teacher order at least thirteen of the toys?", Yes.,1
3,thirteen-sixteen,"Some of the toys are blue. Are two of the toys blue? Yes.
Most of the pastries are warm. Are three of the pastries warm? Maybe.
Ann bought several of the scarves. Did Ann buy none of the scarves? No.
The teacher had thirteen of the keyrings. Did the teacher have sixteen of the keyrings?", No.,1
3,sixteen-thirteen,"Some of the toys are blue. Are two of the toys blue? Yes.
Most of the pastries are warm. Are three of the pastries warm? Maybe.
Ann bought several of the scarves. Did Ann buy none of the scarves? No.
Sidney got sixteen of the hats. Did Sidney get thirteen of the hats?", No.,0
3,sixteen-at least thirteen,"Some of the toys are blue. Are two of the toys blue? Yes.
Most of the pastries are warm. Are three of the pastries warm? Maybe.
Ann bought several of the scarves. Did Ann buy none of the scarves? No.
Sixteen of the sandwiches are delicious. Are at least thirteen of the sandwiches delicious?", Yes.,1
3,at least thirteen-sixteen,"Some of the toys are blue. Are two of the toys blue? Yes.
Most of the pastries are warm. Are three of the pastries warm? Maybe.
Ann bought several of the scarves. Did Ann buy none of the scarves? No.
Lucy bought at least thirteen of the peanuts. Did Lucy buy sixteen of the peanuts?", Maybe.,1
3,sixteen-sixteen,"Some of the toys are blue. Are two of the toys blue? Yes.
Most of the pastries are warm. Are three of the pastries warm? Maybe.
Ann bought several of the scarves. Did Ann buy none of the scarves? No.
Sally saw sixteen of the mugs. Did Sally see sixteen of the mugs?", Yes.,1
3,at least thirteen-at least thirteen,"Some of the toys are blue. Are two of the toys blue? Yes.
Most of the pastries are warm. Are three of the pastries warm? Maybe.
Ann bought several of the scarves. Did Ann buy none of the scarves? No.
Laura purchased at least thirteen of the sandwiches. Did Laura purchase at least thirteen of the sandwiches?", Yes.,1
4,thirteen-sixteen,"All of the toys are expensive. Are none of the toys expensive? No.
Both of the pastries are cheap. Are two of the pastries cheap? Yes.
John wanted two of the snacks. Did John want all of the snacks? Maybe.
The actor sold half of the tickets. Did the actor sell three of the tickets? Maybe.
Mary got thirteen of the hats. Did Mary get sixteen of the hats?", No.,1
4,sixteen-thirteen,"All of the toys are expensive. Are none of the toys expensive? No.
Both of the pastries are cheap. Are two of the pastries cheap? Yes.
John wanted two of the snacks. Did John want all of the snacks? Maybe.
The actor sold half of the tickets. Did the actor sell three of the tickets? Maybe.
Sixteen of the apples are delicious. Are thirteen of the apples delicious?", No.,0
4,sixteen-at least thirteen,"All of the toys are expensive. Are none of the toys expensive? No.
Both of the pastries are cheap. Are two of the pastries cheap? Yes.
John wanted two of the snacks. Did John want all of the snacks? Maybe.
The actor sold half of the tickets. Did the actor sell three of the tickets? Maybe.
Sally got sixteen of the pancakes. Did Sally get at least thirteen of the pancakes?", Yes.,1
4,at least thirteen-sixteen,"All of the toys are expensive. Are none of the toys expensive? No.
Both of the pastries are cheap. Are two of the pastries cheap? Yes.
John wanted two of the snacks. Did John want all of the snacks? Maybe.
The actor sold half of the tickets. Did the actor sell three of the tickets? Maybe.
At least thirteen of the pastries are delicious. Are sixteen of the pastries delicious?", Yes.,0
4,sixteen-sixteen,"All of the toys are expensive. Are none of the toys expensive? No.
Both of the pastries are cheap. Are two of the pastries cheap? Yes.
John wanted two of the snacks. Did John want all of the snacks? Maybe.
The actor sold half of the tickets. Did the actor sell three of the tickets? Maybe.
Bill bought sixteen of the mugs. Did Bill buy sixteen of the mugs?", Yes.,1
4,at least thirteen-at least thirteen,"All of the toys are expensive. Are none of the toys expensive? No.
Both of the pastries are cheap. Are two of the pastries cheap? Yes.
John wanted two of the snacks. Did John want all of the snacks? Maybe.
The actor sold half of the tickets. Did the actor sell three of the tickets? Maybe.
Sophie ate at least thirteen of the peanuts. Did Sophie eat at least thirteen of the peanuts?", Yes.,1
4,thirteen-sixteen,"Sam purchased exactly two of the umbrellas. Did Sam purchase three of the umbrellas? No.
The man saw half of the mice. Did the man see three of the mice? Maybe.
Laura liked half of the shoes. Did Laura like three of the shoes? Maybe.
Two of the scarves are blue. Are two of the scarves blue? Yes.
The actress noticed thirteen of the bottles. Did the actress notice sixteen of the bottles?", No.,1
4,sixteen-thirteen,"Sam purchased exactly two of the umbrellas. Did Sam purchase three of the umbrellas? No.
The man saw half of the mice. Did the man see three of the mice? Maybe.
Laura liked half of the shoes. Did Laura like three of the shoes? Maybe.
Two of the scarves are blue. Are two of the scarves blue? Yes.
Jim wanted sixteen of the pretzels. Did Jim want thirteen of the pretzels?", No.,0
4,sixteen-at least thirteen,"Sam purchased exactly two of the umbrellas. Did Sam purchase three of the umbrellas? No.
The man saw half of the mice. Did the man see three of the mice? Maybe.
Laura liked half of the shoes. Did Laura like three of the shoes? Maybe.
Two of the scarves are blue. Are two of the scarves blue? Yes.
Bill wanted sixteen of the cupcakes. Did Bill want at least thirteen of the cupcakes?", Yes.,1
4,at least thirteen-sixteen,"Sam purchased exactly two of the umbrellas. Did Sam purchase three of the umbrellas? No.
The man saw half of the mice. Did the man see three of the mice? Maybe.
Laura liked half of the shoes. Did Laura like three of the shoes? Maybe.
Two of the scarves are blue. Are two of the scarves blue? Yes.
Mark bought at least thirteen of the cherries. Did Mark buy sixteen of the cherries?", No.,0
