Prefix Length,Determiners,Prompt,Answer,Correct
3,all-some,"Sidney had several of the cakes. Did Sidney have none of the cakes? No.
Both of the hats are green. Are all of the hats green? Yes.
Sally saw most of the performers. Did Sally see three of the performers? Maybe.
Mary wanted all of the churros. Did Mary want some of the churros?", No.,0
3,all-all,"Sidney had several of the cakes. Did Sidney have none of the cakes? No.
Both of the hats are green. Are all of the hats green? Yes.
Sally saw most of the performers. Did Sally see three of the performers? Maybe.
The man ordered all of the scarves. Did the man order all of the scarves?", No.,0
3,some-some,"Sidney had several of the cakes. Did Sidney have none of the cakes? No.
Both of the hats are green. Are all of the hats green? Yes.
Sally saw most of the performers. Did Sally see three of the performers? Maybe.
Bill ordered some of the cars. Did Bill order some of the cars?", Yes.,1
3,some-all,"Sidney ate most of the strawberries. Did Sidney eat three of the strawberries? Maybe.
Sidney purchased three of the bagels. Did Sidney purchase more than two of the bagels? Yes.
Sophie noticed none of the burgers. Did Sophie notice two of the burgers? No.
Ann ordered some of the bagels. Did Ann order all of the bagels?", No.,1
3,all-some,"Sidney ate most of the strawberries. Did Sidney eat three of the strawberries? Maybe.
Sidney purchased three of the bagels. Did Sidney purchase more than two of the bagels? Yes.
Sophie noticed none of the burgers. Did Sophie notice two of the burgers? No.
The man bought all of the hats. Did the man buy some of the hats?", Yes.,1
3,all-all,"Sidney ate most of the strawberries. Did Sidney eat three of the strawberries? Maybe.
Sidney purchased three of the bagels. Did Sidney purchase more than two of the bagels? Yes.
Sophie noticed none of the burgers. Did Sophie notice two of the burgers? No.
All of the candles are yellow. Are all of the candles yellow?", Yes.,1
3,some-some,"Sidney ate most of the strawberries. Did Sidney eat three of the strawberries? Maybe.
Sidney purchased three of the bagels. Did Sidney purchase more than two of the bagels? Yes.
Sophie noticed none of the burgers. Did Sophie notice two of the burgers? No.
Some of the shoes are yellow. Are some of the shoes yellow?", Yes.,1
3,some-all,"The woman sold two of the backpacks. Did the woman sell half of the backpacks? Maybe.
The actress had some of the pastries. Did the actress have two of the pastries? Yes.
Michael owned several of the pancakes. Did Michael own none of the pancakes? No.
Some of the toys are blue. Are all of the toys blue?", No.,1
3,all-some,"The woman sold two of the backpacks. Did the woman sell half of the backpacks? Maybe.
The actress had some of the pastries. Did the actress have two of the pastries? Yes.
Michael owned several of the pancakes. Did Michael own none of the pancakes? No.
Sam sold all of the hats. Did Sam sell some of the hats?", No.,0
3,all-all,"The woman sold two of the backpacks. Did the woman sell half of the backpacks? Maybe.
The actress had some of the pastries. Did the actress have two of the pastries? Yes.
Michael owned several of the pancakes. Did Michael own none of the pancakes? No.
Sam spotted all of the sweaters. Did Sam spot all of the sweaters?", Yes.,1
3,some-some,"The woman sold two of the backpacks. Did the woman sell half of the backpacks? Maybe.
The actress had some of the pastries. Did the actress have two of the pastries? Yes.
Michael owned several of the pancakes. Did Michael own none of the pancakes? No.
Sally got some of the cars. Did Sally get some of the cars?", Yes.,1
3,some-all,"The actor ate two of the cupcakes. Did the actor eat two of the cupcakes? Yes.
The teacher sold half of the chocolates. Did the teacher sell three of the chocolates? Maybe.
Sidney bought all of the cakes. Did Sidney buy none of the cakes? No.
Mary got some of the cakes. Did Mary get all of the cakes?", No.,1
3,all-some,"The actor ate two of the cupcakes. Did the actor eat two of the cupcakes? Yes.
The teacher sold half of the chocolates. Did the teacher sell three of the chocolates? Maybe.
Sidney bought all of the cakes. Did Sidney buy none of the cakes? No.
The singer wanted all of the cars. Did the singer want some of the cars?", Maybe.,0
3,all-all,"The actor ate two of the cupcakes. Did the actor eat two of the cupcakes? Yes.
The teacher sold half of the chocolates. Did the teacher sell three of the chocolates? Maybe.
Sidney bought all of the cakes. Did Sidney buy none of the cakes? No.
Sam liked all of the cupcakes. Did Sam like all of the cupcakes?", Yes.,1
3,some-some,"The actor ate two of the cupcakes. Did the actor eat two of the cupcakes? Yes.
The teacher sold half of the chocolates. Did the teacher sell three of the chocolates? Maybe.
Sidney bought all of the cakes. Did Sidney buy none of the cakes? No.
Jim ate some of the bagels. Did Jim eat some of the bagels?", Maybe.,0
3,some-all,"Mark had half of the bagels. Did Mark have half of the bagels? Yes.
The woman liked most of the toys. Did the woman like three of the toys? Maybe.
The man spotted all of the cats. Did the man spot none of the cats? No.
Some of the signs are impressive. Are all of the signs impressive?", No.,1
3,all-some,"Mark had half of the bagels. Did Mark have half of the bagels? Yes.
The woman liked most of the toys. Did the woman like three of the toys? Maybe.
The man spotted all of the cats. Did the man spot none of the cats? No.
Bill sold all of the hats. Did Bill sell some of the hats?", Maybe.,0
3,all-all,"Mark had half of the bagels. Did Mark have half of the bagels? Yes.
The woman liked most of the toys. Did the woman like three of the toys? Maybe.
The man spotted all of the cats. Did the man spot none of the cats? No.
The actress noticed all of the cakes. Did the actress notice all of the cakes?", Yes.,1
3,some-some,"Mark had half of the bagels. Did Mark have half of the bagels? Yes.
The woman liked most of the toys. Did the woman like three of the toys? Maybe.
The man spotted all of the cats. Did the man spot none of the cats? No.
Some of the sweaters are sold out. Are some of the sweaters sold out?", Yes.,1
3,some-all,"Sam had two of the tickets. Did Sam have all of the tickets? Maybe.
Two of the chocolates are cold. Are more than one of the chocolates cold? Yes.
Jo saw exactly two of the cars. Did Jo see three of the cars? No.
Some of the snacks are mouldy. Are all of the snacks mouldy?", No.,1
3,all-some,"Sam had two of the tickets. Did Sam have all of the tickets? Maybe.
Two of the chocolates are cold. Are more than one of the chocolates cold? Yes.
Jo saw exactly two of the cars. Did Jo see three of the cars? No.
Bill ordered all of the sweaters. Did Bill order some of the sweaters?", No.,0
3,all-all,"Sam had two of the tickets. Did Sam have all of the tickets? Maybe.
Two of the chocolates are cold. Are more than one of the chocolates cold? Yes.
Jo saw exactly two of the cars. Did Jo see three of the cars? No.
Robin noticed all of the adverts. Did Robin notice all of the adverts?", Yes.,1
3,some-some,"Sam had two of the tickets. Did Sam have all of the tickets? Maybe.
Two of the chocolates are cold. Are more than one of the chocolates cold? Yes.
Jo saw exactly two of the cars. Did Jo see three of the cars? No.
The actress ordered some of the keyrings. Did the actress order some of the keyrings?", Yes.,1
3,some-all,"All of the oranges are affordable. Are none of the oranges affordable? No.
Sidney ordered two of the bagels. Did Sidney order half of the bagels? Maybe.
Three of the strawberries are tasty. Are three of the strawberries tasty? Yes.
Adam sold some of the burgers. Did Adam sell all of the burgers?", No.,1
3,all-some,"All of the oranges are affordable. Are none of the oranges affordable? No.
Sidney ordered two of the bagels. Did Sidney order half of the bagels? Maybe.
Three of the strawberries are tasty. Are three of the strawberries tasty? Yes.
Mary ordered all of the backpacks. Did Mary order some of the backpacks?", No.,0
3,all-all,"All of the oranges are affordable. Are none of the oranges affordable? No.
Sidney ordered two of the bagels. Did Sidney order half of the bagels? Maybe.
Three of the strawberries are tasty. Are three of the strawberries tasty? Yes.
The singer wanted all of the shoes. Did the singer want all of the shoes?", No.,0
3,some-some,"All of the oranges are affordable. Are none of the oranges affordable? No.
Sidney ordered two of the bagels. Did Sidney order half of the bagels? Maybe.
Three of the strawberries are tasty. Are three of the strawberries tasty? Yes.
Robin owned some of the pretzels. Did Robin own some of the pretzels?", Yes.,1
3,some-all,"The singer wanted three of the cupcakes. Did the singer want more than two of the cupcakes? Yes.
The woman had half of the snacks. Did the woman have three of the snacks? Maybe.
Laura liked exactly two of the sandwiches. Did Laura like one of the sandwiches? No.
Some of the scarves are cheap. Are all of the scarves cheap?", No.,1
3,all-some,"The singer wanted three of the cupcakes. Did the singer want more than two of the cupcakes? Yes.
The woman had half of the snacks. Did the woman have three of the snacks? Maybe.
Laura liked exactly two of the sandwiches. Did Laura like one of the sandwiches? No.
Sam owned all of the shirts. Did Sam own some of the shirts?", No.,0
3,all-all,"The singer wanted three of the cupcakes. Did the singer want more than two of the cupcakes? Yes.
The woman had half of the snacks. Did the woman have three of the snacks? Maybe.
Laura liked exactly two of the sandwiches. Did Laura like one of the sandwiches? No.
Mark saw all of the snacks. Did Mark see all of the snacks?", Yes.,1
3,some-some,"The singer wanted three of the cupcakes. Did the singer want more than two of the cupcakes? Yes.
The woman had half of the snacks. Did the woman have three of the snacks? Maybe.
Laura liked exactly two of the sandwiches. Did Laura like one of the sandwiches? No.
Sally spotted some of the keyrings. Did Sally spot some of the keyrings?", Yes.,1
3,some-all,"Lucy sold two of the chocolates. Did Lucy sell all of the chocolates? Maybe.
Jim got none of the cakes. Did Jim get all of the cakes? No.
John spotted both of the mice. Did John spot all of the mice? Yes.
Michael noticed some of the mugs. Did Michael notice all of the mugs?", No.,1
3,all-some,"Lucy sold two of the chocolates. Did Lucy sell all of the chocolates? Maybe.
Jim got none of the cakes. Did Jim get all of the cakes? No.
John spotted both of the mice. Did John spot all of the mice? Yes.
Jo ordered all of the cherries. Did Jo order some of the cherries?", No.,0
3,all-all,"Lucy sold two of the chocolates. Did Lucy sell all of the chocolates? Maybe.
Jim got none of the cakes. Did Jim get all of the cakes? No.
John spotted both of the mice. Did John spot all of the mice? Yes.
Sam got all of the chocolates. Did Sam get all of the chocolates?", Yes.,1
3,some-some,"Lucy sold two of the chocolates. Did Lucy sell all of the chocolates? Maybe.
Jim got none of the cakes. Did Jim get all of the cakes? No.
John spotted both of the mice. Did John spot all of the mice? Yes.
The singer liked some of the toys. Did the singer like some of the toys?", Yes.,1
3,some-all,"Sophie saw exactly two of the backpacks. Did Sophie see three of the backpacks? No.
Michael ordered two of the pretzels. Did Michael order half of the pretzels? Maybe.
Adam sold some of the pancakes. Did Adam sell two of the pancakes? Yes.
Lucy wanted some of the pastries. Did Lucy want all of the pastries?", No.,1
3,all-some,"Sophie saw exactly two of the backpacks. Did Sophie see three of the backpacks? No.
Michael ordered two of the pretzels. Did Michael order half of the pretzels? Maybe.
Adam sold some of the pancakes. Did Adam sell two of the pancakes? Yes.
Sidney noticed all of the sights. Did Sidney notice some of the sights?", No.,0
3,all-all,"Sophie saw exactly two of the backpacks. Did Sophie see three of the backpacks? No.
Michael ordered two of the pretzels. Did Michael order half of the pretzels? Maybe.
Adam sold some of the pancakes. Did Adam sell two of the pancakes? Yes.
The actor ate all of the snacks. Did the actor eat all of the snacks?", Yes.,1
3,some-some,"Sophie saw exactly two of the backpacks. Did Sophie see three of the backpacks? No.
Michael ordered two of the pretzels. Did Michael order half of the pretzels? Maybe.
Adam sold some of the pancakes. Did Adam sell two of the pancakes? Yes.
Ann ordered some of the cupcakes. Did Ann order some of the cupcakes?", Yes.,1
3,some-all,"Michael ordered half of the peanuts. Did Michael order three of the peanuts? Maybe.
The singer noticed exactly two of the stores. Did the singer notice one of the stores? No.
Mary had three of the tickets. Did Mary have more than two of the tickets? Yes.
Jim saw some of the oranges. Did Jim see all of the oranges?", No.,1
3,all-some,"Michael ordered half of the peanuts. Did Michael order three of the peanuts? Maybe.
The singer noticed exactly two of the stores. Did the singer notice one of the stores? No.
Mary had three of the tickets. Did Mary have more than two of the tickets? Yes.
The woman saw all of the sights. Did the woman see some of the sights?", No.,0
3,all-all,"Michael ordered half of the peanuts. Did Michael order three of the peanuts? Maybe.
The singer noticed exactly two of the stores. Did the singer notice one of the stores? No.
Mary had three of the tickets. Did Mary have more than two of the tickets? Yes.
All of the mugs are red. Are all of the mugs red?", Yes.,1
3,some-some,"Michael ordered half of the peanuts. Did Michael order three of the peanuts? Maybe.
The singer noticed exactly two of the stores. Did the singer notice one of the stores? No.
Mary had three of the tickets. Did Mary have more than two of the tickets? Yes.
Sam purchased some of the chocolates. Did Sam purchase some of the chocolates?", Yes.,1
3,some-all,"Laura ate most of the strawberries. Did Laura eat none of the strawberries? No.
Adam got most of the strawberries. Did Adam get three of the strawberries? Maybe.
Jim spotted half of the umbrellas. Did Jim spot half of the umbrellas? Yes.
Ann ordered some of the mugs. Did Ann order all of the mugs?", No.,1
3,all-some,"Laura ate most of the strawberries. Did Laura eat none of the strawberries? No.
Adam got most of the strawberries. Did Adam get three of the strawberries? Maybe.
Jim spotted half of the umbrellas. Did Jim spot half of the umbrellas? Yes.
Bill noticed all of the adverts. Did Bill notice some of the adverts?", No.,0
3,all-all,"Laura ate most of the strawberries. Did Laura eat none of the strawberries? No.
Adam got most of the strawberries. Did Adam get three of the strawberries? Maybe.
Jim spotted half of the umbrellas. Did Jim spot half of the umbrellas? Yes.
Sophie wanted all of the tickets. Did Sophie want all of the tickets?", No.,0
3,some-some,"Laura ate most of the strawberries. Did Laura eat none of the strawberries? No.
Adam got most of the strawberries. Did Adam get three of the strawberries? Maybe.
Jim spotted half of the umbrellas. Did Jim spot half of the umbrellas? Yes.
Robin saw some of the mugs. Did Robin see some of the mugs?", Yes.,1
3,some-all,"Sidney got half of the sandwiches. Did Sidney get three of the sandwiches? Maybe.
Michael spotted all of the temples. Did Michael spot none of the temples? No.
Half of the pancakes are expensive. Are half of the pancakes expensive? Yes.
The man spotted some of the chocolates. Did the man spot all of the chocolates?", No.,1
3,all-some,"Sidney got half of the sandwiches. Did Sidney get three of the sandwiches? Maybe.
Michael spotted all of the temples. Did Michael spot none of the temples? No.
Half of the pancakes are expensive. Are half of the pancakes expensive? Yes.
Ann bought all of the umbrellas. Did Ann buy some of the umbrellas?", Maybe.,0
3,all-all,"Sidney got half of the sandwiches. Did Sidney get three of the sandwiches? Maybe.
Michael spotted all of the temples. Did Michael spot none of the temples? No.
Half of the pancakes are expensive. Are half of the pancakes expensive? Yes.
The teacher spotted all of the cherries. Did the teacher spot all of the cherries?", Yes.,1
3,some-some,"Sidney got half of the sandwiches. Did Sidney get three of the sandwiches? Maybe.
Michael spotted all of the temples. Did Michael spot none of the temples? No.
Half of the pancakes are expensive. Are half of the pancakes expensive? Yes.
Lucy bought some of the chocolates. Did Lucy buy some of the chocolates?", Yes.,1
3,some-all,"None of the cakes are mouldy. Are two of the cakes mouldy? No.
Some of the hats are expensive. Are more than one of the hats expensive? Yes.
Jim liked most of the cherries. Did Jim like three of the cherries? Maybe.
The man bought some of the snacks. Did the man buy all of the snacks?", No.,1
3,all-some,"None of the cakes are mouldy. Are two of the cakes mouldy? No.
Some of the hats are expensive. Are more than one of the hats expensive? Yes.
Jim liked most of the cherries. Did Jim like three of the cherries? Maybe.
All of the pancakes are cheap. Are some of the pancakes cheap?", Yes.,1
3,all-all,"None of the cakes are mouldy. Are two of the cakes mouldy? No.
Some of the hats are expensive. Are more than one of the hats expensive? Yes.
Jim liked most of the cherries. Did Jim like three of the cherries? Maybe.
The actor had all of the peanuts. Did the actor have all of the peanuts?", No.,0
3,some-some,"None of the cakes are mouldy. Are two of the cakes mouldy? No.
Some of the hats are expensive. Are more than one of the hats expensive? Yes.
Jim liked most of the cherries. Did Jim like three of the cherries? Maybe.
Bill saw some of the dogs. Did Bill see some of the dogs?", Yes.,1
3,some-all,"Some of the snacks are mouldy. Are more than one of the snacks mouldy? Yes.
The woman noticed half of the oranges. Did the woman notice three of the oranges? Maybe.
Ann bought most of the rings. Did Ann buy none of the rings? No.
Some of the apples are delicious. Are all of the apples delicious?", No.,1
3,all-some,"Some of the snacks are mouldy. Are more than one of the snacks mouldy? Yes.
The woman noticed half of the oranges. Did the woman notice three of the oranges? Maybe.
Ann bought most of the rings. Did Ann buy none of the rings? No.
The man sold all of the pastries. Did the man sell some of the pastries?", Yes.,1
3,all-all,"Some of the snacks are mouldy. Are more than one of the snacks mouldy? Yes.
The woman noticed half of the oranges. Did the woman notice three of the oranges? Maybe.
Ann bought most of the rings. Did Ann buy none of the rings? No.
All of the shirts are yellow. Are all of the shirts yellow?", Yes.,1
3,some-some,"Some of the snacks are mouldy. Are more than one of the snacks mouldy? Yes.
The woman noticed half of the oranges. Did the woman notice three of the oranges? Maybe.
Ann bought most of the rings. Did Ann buy none of the rings? No.
Laura owned some of the shirts. Did Laura own some of the shirts?", Yes.,1
3,some-all,"None of the shoes are expensive. Are all of the shoes expensive? No.
The woman had both of the shoes. Did the woman have both of the shoes? Yes.
Bill ate half of the cupcakes. Did Bill eat three of the cupcakes? Maybe.
Sam bought some of the apples. Did Sam buy all of the apples?", No.,1
3,all-some,"None of the shoes are expensive. Are all of the shoes expensive? No.
The woman had both of the shoes. Did the woman have both of the shoes? Yes.
Bill ate half of the cupcakes. Did Bill eat three of the cupcakes? Maybe.
Mark noticed all of the snacks. Did Mark notice some of the snacks?", No.,0
3,all-all,"None of the shoes are expensive. Are all of the shoes expensive? No.
The woman had both of the shoes. Did the woman have both of the shoes? Yes.
Bill ate half of the cupcakes. Did Bill eat three of the cupcakes? Maybe.
John saw all of the cakes. Did John see all of the cakes?", No.,0
3,some-some,"None of the shoes are expensive. Are all of the shoes expensive? No.
The woman had both of the shoes. Did the woman have both of the shoes? Yes.
Bill ate half of the cupcakes. Did Bill eat three of the cupcakes? Maybe.
Michael liked some of the hats. Did Michael like some of the hats?", Yes.,1
3,some-all,"Sally purchased half of the keyrings. Did Sally purchase three of the keyrings? Maybe.
Robin got none of the cupcakes. Did Robin get several of the cupcakes? No.
Sam purchased three of the peanuts. Did Sam purchase more than two of the peanuts? Yes.
John ate some of the chocolates. Did John eat all of the chocolates?", No.,1
3,all-some,"Sally purchased half of the keyrings. Did Sally purchase three of the keyrings? Maybe.
Robin got none of the cupcakes. Did Robin get several of the cupcakes? No.
Sam purchased three of the peanuts. Did Sam purchase more than two of the peanuts? Yes.
Sidney noticed all of the parades. Did Sidney notice some of the parades?", No.,0
3,all-all,"Sally purchased half of the keyrings. Did Sally purchase three of the keyrings? Maybe.
Robin got none of the cupcakes. Did Robin get several of the cupcakes? No.
Sam purchased three of the peanuts. Did Sam purchase more than two of the peanuts? Yes.
Mark got all of the pastries. Did Mark get all of the pastries?", Yes.,1
3,some-some,"Sally purchased half of the keyrings. Did Sally purchase three of the keyrings? Maybe.
Robin got none of the cupcakes. Did Robin get several of the cupcakes? No.
Sam purchased three of the peanuts. Did Sam purchase more than two of the peanuts? Yes.
Sophie spotted some of the bottles. Did Sophie spot some of the bottles?", Yes.,1
3,some-all,"Laura owned none of the churros. Did Laura own two of the churros? No.
Two of the pretzels are mouldy. Are some of the pretzels mouldy? Yes.
The man ate most of the snacks. Did the man eat three of the snacks? Maybe.
Jim bought some of the tickets. Did Jim buy all of the tickets?", No.,1
3,all-some,"Laura owned none of the churros. Did Laura own two of the churros? No.
Two of the pretzels are mouldy. Are some of the pretzels mouldy? Yes.
The man ate most of the snacks. Did the man eat three of the snacks? Maybe.
The man liked all of the tickets. Did the man like some of the tickets?", No.,0
3,all-all,"Laura owned none of the churros. Did Laura own two of the churros? No.
Two of the pretzels are mouldy. Are some of the pretzels mouldy? Yes.
The man ate most of the snacks. Did the man eat three of the snacks? Maybe.
Lucy ate all of the churros. Did Lucy eat all of the churros?", Yes.,1
3,some-some,"Laura owned none of the churros. Did Laura own two of the churros? No.
Two of the pretzels are mouldy. Are some of the pretzels mouldy? Yes.
The man ate most of the snacks. Did the man eat three of the snacks? Maybe.
Michael ate some of the bagels. Did Michael eat some of the bagels?", Yes.,1
3,some-all,"Sally sold three of the backpacks. Did Sally sell three of the backpacks? Yes.
Sophie ate all of the sandwiches. Did Sophie eat none of the sandwiches? No.
The actor noticed most of the mugs. Did the actor notice three of the mugs? Maybe.
The teacher owned some of the snacks. Did the teacher own all of the snacks?", No.,1
3,all-some,"Sally sold three of the backpacks. Did Sally sell three of the backpacks? Yes.
Sophie ate all of the sandwiches. Did Sophie eat none of the sandwiches? No.
The actor noticed most of the mugs. Did the actor notice three of the mugs? Maybe.
Sidney bought all of the keyrings. Did Sidney buy some of the keyrings?", Maybe.,0
3,all-all,"Sally sold three of the backpacks. Did Sally sell three of the backpacks? Yes.
Sophie ate all of the sandwiches. Did Sophie eat none of the sandwiches? No.
The actor noticed most of the mugs. Did the actor notice three of the mugs? Maybe.
Jim bought all of the cakes. Did Jim buy all of the cakes?", Yes.,1
3,some-some,"Sally sold three of the backpacks. Did Sally sell three of the backpacks? Yes.
Sophie ate all of the sandwiches. Did Sophie eat none of the sandwiches? No.
The actor noticed most of the mugs. Did the actor notice three of the mugs? Maybe.
Mark saw some of the tickets. Did Mark see some of the tickets?", Yes.,1
3,some-all,"Most of the stores are pretty. Are three of the stores pretty? Maybe.
Lucy owned none of the cupcakes. Did Lucy own two of the cupcakes? No.
John ate three of the apples. Did John eat more than two of the apples? Yes.
Jim noticed some of the adverts. Did Jim notice all of the adverts?", No.,1
3,all-some,"Most of the stores are pretty. Are three of the stores pretty? Maybe.
Lucy owned none of the cupcakes. Did Lucy own two of the cupcakes? No.
John ate three of the apples. Did John eat more than two of the apples? Yes.
Ann liked all of the chocolates. Did Ann like some of the chocolates?", Yes.,1
3,all-all,"Most of the stores are pretty. Are three of the stores pretty? Maybe.
Lucy owned none of the cupcakes. Did Lucy own two of the cupcakes? No.
John ate three of the apples. Did John eat more than two of the apples? Yes.
The teacher got all of the cherries. Did the teacher get all of the cherries?", Yes.,1
3,some-some,"Most of the stores are pretty. Are three of the stores pretty? Maybe.
Lucy owned none of the cupcakes. Did Lucy own two of the cupcakes? No.
John ate three of the apples. Did John eat more than two of the apples? Yes.
Some of the sights are pretty. Are some of the sights pretty?", Yes.,1
3,some-all,"Adam sold half of the rings. Did Adam sell three of the rings? Maybe.
Adam saw none of the mugs. Did Adam see several of the mugs? No.
Sally saw half of the bottles. Did Sally see some of the bottles? Yes.
Some of the backpacks are yellow. Are all of the backpacks yellow?", No.,1
3,all-some,"Adam sold half of the rings. Did Adam sell three of the rings? Maybe.
Adam saw none of the mugs. Did Adam see several of the mugs? No.
Sally saw half of the bottles. Did Sally see some of the bottles? Yes.
Robin liked all of the shoes. Did Robin like some of the shoes?", No.,0
3,all-all,"Adam sold half of the rings. Did Adam sell three of the rings? Maybe.
Adam saw none of the mugs. Did Adam see several of the mugs? No.
Sally saw half of the bottles. Did Sally see some of the bottles? Yes.
The actress ordered all of the snacks. Did the actress order all of the snacks?", No.,0
3,some-some,"Adam sold half of the rings. Did Adam sell three of the rings? Maybe.
Adam saw none of the mugs. Did Adam see several of the mugs? No.
Sally saw half of the bottles. Did Sally see some of the bottles? Yes.
Adam ordered some of the snacks. Did Adam order some of the snacks?", Yes.,1
3,some-all,"Lucy had several of the hats. Did Lucy have none of the hats? No.
Sophie got two of the shirts. Did Sophie get half of the shirts? Maybe.
Two of the hats are cheap. Are more than one of the hats cheap? Yes.
Sally wanted some of the cars. Did Sally want all of the cars?", No.,1
3,all-some,"Lucy had several of the hats. Did Lucy have none of the hats? No.
Sophie got two of the shirts. Did Sophie get half of the shirts? Maybe.
Two of the hats are cheap. Are more than one of the hats cheap? Yes.
Jo ate all of the cupcakes. Did Jo eat some of the cupcakes?", No.,0
3,all-all,"Lucy had several of the hats. Did Lucy have none of the hats? No.
Sophie got two of the shirts. Did Sophie get half of the shirts? Maybe.
Two of the hats are cheap. Are more than one of the hats cheap? Yes.
The actor liked all of the hats. Did the actor like all of the hats?", No.,0
3,some-some,"Lucy had several of the hats. Did Lucy have none of the hats? No.
Sophie got two of the shirts. Did Sophie get half of the shirts? Maybe.
Two of the hats are cheap. Are more than one of the hats cheap? Yes.
Ann wanted some of the pretzels. Did Ann want some of the pretzels?", Yes.,1
3,some-all,"The teacher purchased exactly two of the toys. Did the teacher purchase one of the toys? No.
The teacher sold most of the pretzels. Did the teacher sell three of the pretzels? Maybe.
Laura purchased two of the peanuts. Did Laura purchase two of the peanuts? Yes.
The woman noticed some of the dogs. Did the woman notice all of the dogs?", No.,1
3,all-some,"The teacher purchased exactly two of the toys. Did the teacher purchase one of the toys? No.
The teacher sold most of the pretzels. Did the teacher sell three of the pretzels? Maybe.
Laura purchased two of the peanuts. Did Laura purchase two of the peanuts? Yes.
Mary saw all of the toys. Did Mary see some of the toys?", No.,0
3,all-all,"The teacher purchased exactly two of the toys. Did the teacher purchase one of the toys? No.
The teacher sold most of the pretzels. Did the teacher sell three of the pretzels? Maybe.
Laura purchased two of the peanuts. Did Laura purchase two of the peanuts? Yes.
All of the peanuts are tasty. Are all of the peanuts tasty?", Yes.,1
3,some-some,"The teacher purchased exactly two of the toys. Did the teacher purchase one of the toys? No.
The teacher sold most of the pretzels. Did the teacher sell three of the pretzels? Maybe.
Laura purchased two of the peanuts. Did Laura purchase two of the peanuts? Yes.
Laura owned some of the cherries. Did Laura own some of the cherries?", Yes.,1
3,some-all,"Half of the churros are cheap. Are three of the churros cheap? Maybe.
Mark purchased several of the strawberries. Did Mark purchase none of the strawberries? No.
Robin purchased half of the cupcakes. Did Robin purchase half of the cupcakes? Yes.
The man purchased some of the pretzels. Did the man purchase all of the pretzels?", No.,1
3,all-some,"Half of the churros are cheap. Are three of the churros cheap? Maybe.
Mark purchased several of the strawberries. Did Mark purchase none of the strawberries? No.
Robin purchased half of the cupcakes. Did Robin purchase half of the cupcakes? Yes.
Michael purchased all of the peanuts. Did Michael purchase some of the peanuts?", No.,0
3,all-all,"Half of the churros are cheap. Are three of the churros cheap? Maybe.
Mark purchased several of the strawberries. Did Mark purchase none of the strawberries? No.
Robin purchased half of the cupcakes. Did Robin purchase half of the cupcakes? Yes.
Jim owned all of the scarves. Did Jim own all of the scarves?", No.,0
3,some-some,"Half of the churros are cheap. Are three of the churros cheap? Maybe.
Mark purchased several of the strawberries. Did Mark purchase none of the strawberries? No.
Robin purchased half of the cupcakes. Did Robin purchase half of the cupcakes? Yes.
Laura got some of the bagels. Did Laura get some of the bagels?", Yes.,1
3,some-all,"Ann ate both of the burgers. Did Ann eat both of the burgers? Yes.
Ann ate half of the snacks. Did Ann eat three of the snacks? Maybe.
Robin had several of the mugs. Did Robin have none of the mugs? No.
Jim wanted some of the churros. Did Jim want all of the churros?", No.,1
3,all-some,"Ann ate both of the burgers. Did Ann eat both of the burgers? Yes.
Ann ate half of the snacks. Did Ann eat three of the snacks? Maybe.
Robin had several of the mugs. Did Robin have none of the mugs? No.
Sam got all of the chocolates. Did Sam get some of the chocolates?", Maybe.,0
3,all-all,"Ann ate both of the burgers. Did Ann eat both of the burgers? Yes.
Ann ate half of the snacks. Did Ann eat three of the snacks? Maybe.
Robin had several of the mugs. Did Robin have none of the mugs? No.
The man spotted all of the strawberries. Did the man spot all of the strawberries?", Yes.,1
3,some-some,"Ann ate both of the burgers. Did Ann eat both of the burgers? Yes.
Ann ate half of the snacks. Did Ann eat three of the snacks? Maybe.
Robin had several of the mugs. Did Robin have none of the mugs? No.
Mark liked some of the rings. Did Mark like some of the rings?", Yes.,1
4,some-all,"Lucy owned exactly two of the sweaters. Did Lucy own none of the sweaters? No.
The teacher saw half of the toys. Did the teacher see three of the toys? Maybe.
Ann owned half of the oranges. Did Ann own three of the oranges? Maybe.
Two of the scarves are green. Are two of the scarves green? Yes.
Some of the rings are on sale. Are all of the rings on sale?", No.,1
4,all-some,"Lucy owned exactly two of the sweaters. Did Lucy own none of the sweaters? No.
The teacher saw half of the toys. Did the teacher see three of the toys? Maybe.
Ann owned half of the oranges. Did Ann own three of the oranges? Maybe.
Two of the scarves are green. Are two of the scarves green? Yes.
Mary purchased all of the backpacks. Did Mary purchase some of the backpacks?", No.,0
4,all-all,"Lucy owned exactly two of the sweaters. Did Lucy own none of the sweaters? No.
The teacher saw half of the toys. Did the teacher see three of the toys? Maybe.
Ann owned half of the oranges. Did Ann own three of the oranges? Maybe.
Two of the scarves are green. Are two of the scarves green? Yes.
The singer sold all of the cakes. Did the singer sell all of the cakes?", Yes.,1
4,some-some,"Lucy owned exactly two of the sweaters. Did Lucy own none of the sweaters? No.
The teacher saw half of the toys. Did the teacher see three of the toys? Maybe.
Ann owned half of the oranges. Did Ann own three of the oranges? Maybe.
Two of the scarves are green. Are two of the scarves green? Yes.
Sidney sold some of the backpacks. Did Sidney sell some of the backpacks?", Yes.,1
