PrefixLength,Determiners,Prompt,Answer,Correct,YesLogProb,NoLogProb,MaybeLogProb,LogProbDelta
3,some-all,"If the man gets none of the oranges, the man will get a prize. The man got all of the oranges. Does the man get a prize? No.
If John notices two of the keyrings, John will get a prize. John noticed both of the keyrings. Does John get a prize? Yes.
If the woman notices half of the adverts, the woman will get a prize. The woman noticed two of the adverts. Does the woman get a prize? Maybe.
If Lucy wants all of the snacks, Lucy will get a prize. Lucy wanted some of the snacks. Does Lucy get a prize?", No.,1,-1.3337669,-0.8595582,-1.3301888,-0.47420870000000004
3,all-some,"If the man gets none of the oranges, the man will get a prize. The man got all of the oranges. Does the man get a prize? No.
If John notices two of the keyrings, John will get a prize. John noticed both of the keyrings. Does John get a prize? Yes.
If the woman notices half of the adverts, the woman will get a prize. The woman noticed two of the adverts. Does the woman get a prize? Maybe.
If some of the pastries are delicious, you will get a prize. All of the pastries are delicious. Do you get a prize?", Yes.,1,-0.76044023,-1.0770639,-2.069095,-0.3166236699999999
3,all-all,"If the man gets none of the oranges, the man will get a prize. The man got all of the oranges. Does the man get a prize? No.
If John notices two of the keyrings, John will get a prize. John noticed both of the keyrings. Does John get a prize? Yes.
If the woman notices half of the adverts, the woman will get a prize. The woman noticed two of the adverts. Does the woman get a prize? Maybe.
If Robin likes all of the pretzels, Robin will get a prize. Robin liked all of the pretzels. Does Robin get a prize?", Yes.,1,-0.9850653,-1.0429267,-1.5323522,-0.05786139999999995
3,some-some,"If the man gets none of the oranges, the man will get a prize. The man got all of the oranges. Does the man get a prize? No.
If John notices two of the keyrings, John will get a prize. John noticed both of the keyrings. Does John get a prize? Yes.
If the woman notices half of the adverts, the woman will get a prize. The woman noticed two of the adverts. Does the woman get a prize? Maybe.
If some of the churros are tasty, you will get a prize. Some of the churros are tasty. Do you get a prize?", Yes.,1,-1.104315,-1.2951033,-1.1532118,-0.19078830000000013
3,some-all,"If none of the strawberries are delicious, you will get a prize. Several of the strawberries are delicious. Do you get a prize? No.
If the actor orders more than one of the burgers, the actor will get a prize. The actor ordered some of the burgers. Does the actor get a prize? Yes.
If Mary notices three of the oranges, Mary will get a prize. Mary noticed most of the oranges. Does Mary get a prize? Maybe.
If Sam orders all of the cars, Sam will get a prize. Sam ordered some of the cars. Does Sam get a prize?", No.,1,-1.7338657,-0.76275057,-1.1978854,-0.9711151299999999
3,all-some,"If none of the strawberries are delicious, you will get a prize. Several of the strawberries are delicious. Do you get a prize? No.
If the actor orders more than one of the burgers, the actor will get a prize. The actor ordered some of the burgers. Does the actor get a prize? Yes.
If Mary notices three of the oranges, Mary will get a prize. Mary noticed most of the oranges. Does Mary get a prize? Maybe.
If Robin sells some of the snacks, Robin will get a prize. Robin sold all of the snacks. Does Robin get a prize?", Yes.,1,-0.718557,-1.0324837,-2.2179618,-0.3139267
3,all-all,"If none of the strawberries are delicious, you will get a prize. Several of the strawberries are delicious. Do you get a prize? No.
If the actor orders more than one of the burgers, the actor will get a prize. The actor ordered some of the burgers. Does the actor get a prize? Yes.
If Mary notices three of the oranges, Mary will get a prize. Mary noticed most of the oranges. Does Mary get a prize? Maybe.
If all of the churros are on sale, you will get a prize. All of the churros are on sale. Do you get a prize?", Yes.,1,-0.897138,-0.9145368,-2.0421765,-0.017398800000000048
3,some-some,"If none of the strawberries are delicious, you will get a prize. Several of the strawberries are delicious. Do you get a prize? No.
If the actor orders more than one of the burgers, the actor will get a prize. The actor ordered some of the burgers. Does the actor get a prize? Yes.
If Mary notices three of the oranges, Mary will get a prize. Mary noticed most of the oranges. Does Mary get a prize? Maybe.
If Jo sees some of the sights, Jo will get a prize. Jo saw some of the sights. Does Jo get a prize?", Maybe.,0,-1.3196989,-1.2343489,-0.9860503,0.08534999999999981
3,some-all,"If the teacher owns none of the sweaters, the teacher will get a prize. The teacher owned several of the sweaters. Does the teacher get a prize? No.
If Sophie sees three of the oranges, Sophie will get a prize. Sophie saw half of the oranges. Does Sophie get a prize? Maybe.
If Mark buys three of the oranges, Mark will get a prize. Mark bought three of the oranges. Does Mark get a prize? Yes.
If Sidney sells all of the sandwiches, Sidney will get a prize. Sidney sold some of the sandwiches. Does Sidney get a prize?", No.,1,-1.679455,-0.97409064,-0.98278064,-0.7053643599999999
3,all-some,"If the teacher owns none of the sweaters, the teacher will get a prize. The teacher owned several of the sweaters. Does the teacher get a prize? No.
If Sophie sees three of the oranges, Sophie will get a prize. Sophie saw half of the oranges. Does Sophie get a prize? Maybe.
If Mark buys three of the oranges, Mark will get a prize. Mark bought three of the oranges. Does Mark get a prize? Yes.
If the man owns some of the churros, the man will get a prize. The man owned all of the churros. Does the man get a prize?", Yes.,1,-0.31360802,-1.4969156,-3.698244,-1.18330758
3,all-all,"If the teacher owns none of the sweaters, the teacher will get a prize. The teacher owned several of the sweaters. Does the teacher get a prize? No.
If Sophie sees three of the oranges, Sophie will get a prize. Sophie saw half of the oranges. Does Sophie get a prize? Maybe.
If Mark buys three of the oranges, Mark will get a prize. Mark bought three of the oranges. Does Mark get a prize? Yes.
If all of the shoes are red, you will get a prize. All of the shoes are red. Do you get a prize?", Yes.,1,-0.3029716,-1.7834022,-3.2731059,-1.4804306
3,some-some,"If the teacher owns none of the sweaters, the teacher will get a prize. The teacher owned several of the sweaters. Does the teacher get a prize? No.
If Sophie sees three of the oranges, Sophie will get a prize. Sophie saw half of the oranges. Does Sophie get a prize? Maybe.
If Mark buys three of the oranges, Mark will get a prize. Mark bought three of the oranges. Does Mark get a prize? Yes.
If the actor sells some of the cupcakes, the actor will get a prize. The actor sold some of the cupcakes. Does the actor get a prize?", Yes.,1,-0.6761008,-1.1807241,-1.8929778,-0.5046233
3,some-all,"If the actor wants three of the shoes, the actor will get a prize. The actor wanted exactly two of the shoes. Does the actor get a prize? No.
If Mary sells three of the cars, Mary will get a prize. Mary sold most of the cars. Does Mary get a prize? Maybe.
If Sam eats two of the strawberries, Sam will get a prize. Sam ate two of the strawberries. Does Sam get a prize? Yes.
If Jim spots all of the cats, Jim will get a prize. Jim spotted some of the cats. Does Jim get a prize?", No.,1,-1.6933588,-0.8922991,-1.0806727,-0.8010596999999999
3,all-some,"If the actor wants three of the shoes, the actor will get a prize. The actor wanted exactly two of the shoes. Does the actor get a prize? No.
If Mary sells three of the cars, Mary will get a prize. Mary sold most of the cars. Does Mary get a prize? Maybe.
If Sam eats two of the strawberries, Sam will get a prize. Sam ate two of the strawberries. Does Sam get a prize? Yes.
If the singer purchases some of the backpacks, the singer will get a prize. The singer purchased all of the backpacks. Does the singer get a prize?", Yes.,1,-0.55313915,-1.1135257,-2.788941,-0.56038655
3,all-all,"If the actor wants three of the shoes, the actor will get a prize. The actor wanted exactly two of the shoes. Does the actor get a prize? No.
If Mary sells three of the cars, Mary will get a prize. Mary sold most of the cars. Does Mary get a prize? Maybe.
If Sam eats two of the strawberries, Sam will get a prize. Sam ate two of the strawberries. Does Sam get a prize? Yes.
If all of the bottles are green, you will get a prize. All of the bottles are green. Do you get a prize?", Yes.,1,-0.42872146,-1.5923223,-2.493884,-1.16360084
3,some-some,"If the actor wants three of the shoes, the actor will get a prize. The actor wanted exactly two of the shoes. Does the actor get a prize? No.
If Mary sells three of the cars, Mary will get a prize. Mary sold most of the cars. Does Mary get a prize? Maybe.
If Sam eats two of the strawberries, Sam will get a prize. Sam ate two of the strawberries. Does Sam get a prize? Yes.
If Ann eats some of the pancakes, Ann will get a prize. Ann ate some of the pancakes. Does Ann get a prize?", Yes.,1,-0.81556934,-1.1294923,-1.6388115,-0.31392295999999986
3,some-all,"If Sidney purchases three of the snacks, Sidney will get a prize. Sidney purchased half of the snacks. Does Sidney get a prize? Maybe.
If the man buys none of the sweaters, the man will get a prize. The man bought exactly two of the sweaters. Does the man get a prize? No.
If Mary notices both of the sweaters, Mary will get a prize. Mary noticed both of the sweaters. Does Mary get a prize? Yes.
If the woman wants all of the sweaters, the woman will get a prize. The woman wanted some of the sweaters. Does the woman get a prize?", No.,1,-1.8408096,-0.75666505,-1.1313636,-1.08414455
3,all-some,"If Sidney purchases three of the snacks, Sidney will get a prize. Sidney purchased half of the snacks. Does Sidney get a prize? Maybe.
If the man buys none of the sweaters, the man will get a prize. The man bought exactly two of the sweaters. Does the man get a prize? No.
If Mary notices both of the sweaters, Mary will get a prize. Mary noticed both of the sweaters. Does Mary get a prize? Yes.
If Jim gets some of the shoes, Jim will get a prize. Jim got all of the shoes. Does Jim get a prize?", Yes.,1,-0.6769375,-1.0516782,-2.238896,-0.37474070000000004
3,all-all,"If Sidney purchases three of the snacks, Sidney will get a prize. Sidney purchased half of the snacks. Does Sidney get a prize? Maybe.
If the man buys none of the sweaters, the man will get a prize. The man bought exactly two of the sweaters. Does the man get a prize? No.
If Mary notices both of the sweaters, Mary will get a prize. Mary noticed both of the sweaters. Does Mary get a prize? Yes.
If Jim likes all of the pretzels, Jim will get a prize. Jim liked all of the pretzels. Does Jim get a prize?", Yes.,1,-0.9242133,-0.98213184,-1.7131499,-0.05791853999999996
3,some-some,"If Sidney purchases three of the snacks, Sidney will get a prize. Sidney purchased half of the snacks. Does Sidney get a prize? Maybe.
If the man buys none of the sweaters, the man will get a prize. The man bought exactly two of the sweaters. Does the man get a prize? No.
If Mary notices both of the sweaters, Mary will get a prize. Mary noticed both of the sweaters. Does Mary get a prize? Yes.
If the teacher owns some of the hats, the teacher will get a prize. The teacher owned some of the hats. Does the teacher get a prize?", Yes.,1,-0.96123624,-1.1421216,-1.3987364,-0.1808853600000001
3,some-all,"If Lucy sees none of the dogs, Lucy will get a prize. Lucy saw most of the dogs. Does Lucy get a prize? No.
If the man sees some of the burgers, the man will get a prize. The man saw two of the burgers. Does the man get a prize? Yes.
If Sophie purchases three of the cherries, Sophie will get a prize. Sophie purchased half of the cherries. Does Sophie get a prize? Maybe.
If the teacher sees all of the churros, the teacher will get a prize. The teacher saw some of the churros. Does the teacher get a prize?", No.,1,-1.6362938,-0.8759675,-1.1211993,-0.7603263
3,all-some,"If Lucy sees none of the dogs, Lucy will get a prize. Lucy saw most of the dogs. Does Lucy get a prize? No.
If the man sees some of the burgers, the man will get a prize. The man saw two of the burgers. Does the man get a prize? Yes.
If Sophie purchases three of the cherries, Sophie will get a prize. Sophie purchased half of the cherries. Does Sophie get a prize? Maybe.
If the man likes some of the cakes, the man will get a prize. The man liked all of the cakes. Does the man get a prize?", Yes.,1,-0.494123,-1.2640281,-2.6864789,-0.7699051
3,all-all,"If Lucy sees none of the dogs, Lucy will get a prize. Lucy saw most of the dogs. Does Lucy get a prize? No.
If the man sees some of the burgers, the man will get a prize. The man saw two of the burgers. Does the man get a prize? Yes.
If Sophie purchases three of the cherries, Sophie will get a prize. Sophie purchased half of the cherries. Does Sophie get a prize? Maybe.
If Sally has all of the bagels, Sally will get a prize. Sally had all of the bagels. Does Sally get a prize?", Yes.,1,-0.7614888,-1.0433758,-2.103854,-0.281887
3,some-some,"If Lucy sees none of the dogs, Lucy will get a prize. Lucy saw most of the dogs. Does Lucy get a prize? No.
If the man sees some of the burgers, the man will get a prize. The man saw two of the burgers. Does the man get a prize? Yes.
If Sophie purchases three of the cherries, Sophie will get a prize. Sophie purchased half of the cherries. Does Sophie get a prize? Maybe.
If Ann gets some of the cherries, Ann will get a prize. Ann got some of the cherries. Does Ann get a prize?", Yes.,1,-0.98201895,-1.3106894,-1.2131249,-0.32867045000000006
3,some-all,"If Mary eats three of the churros, Mary will get a prize. Mary ate half of the churros. Does Mary get a prize? Maybe.
If Sally purchases three of the pancakes, Sally will get a prize. Sally purchased three of the pancakes. Does Sally get a prize? Yes.
If Bill has none of the pastries, Bill will get a prize. Bill had all of the pastries. Does Bill get a prize? No.
If the singer wants all of the peanuts, the singer will get a prize. The singer wanted some of the peanuts. Does the singer get a prize?", Maybe.,0,-1.8921865,-0.98687875,-0.89750427,-0.90530775
3,all-some,"If Mary eats three of the churros, Mary will get a prize. Mary ate half of the churros. Does Mary get a prize? Maybe.
If Sally purchases three of the pancakes, Sally will get a prize. Sally purchased three of the pancakes. Does Sally get a prize? Yes.
If Bill has none of the pastries, Bill will get a prize. Bill had all of the pastries. Does Bill get a prize? No.
If Mark notices some of the churros, Mark will get a prize. Mark noticed all of the churros. Does Mark get a prize?", Yes.,1,-0.75004286,-1.215352,-1.7083825,-0.46530914
3,all-all,"If Mary eats three of the churros, Mary will get a prize. Mary ate half of the churros. Does Mary get a prize? Maybe.
If Sally purchases three of the pancakes, Sally will get a prize. Sally purchased three of the pancakes. Does Sally get a prize? Yes.
If Bill has none of the pastries, Bill will get a prize. Bill had all of the pastries. Does Bill get a prize? No.
If the actor gets all of the pastries, the actor will get a prize. The actor got all of the pastries. Does the actor get a prize?", Yes.,1,-0.5918689,-1.2524945,-2.3195033,-0.6606256
3,some-some,"If Mary eats three of the churros, Mary will get a prize. Mary ate half of the churros. Does Mary get a prize? Maybe.
If Sally purchases three of the pancakes, Sally will get a prize. Sally purchased three of the pancakes. Does Sally get a prize? Yes.
If Bill has none of the pastries, Bill will get a prize. Bill had all of the pastries. Does Bill get a prize? No.
If some of the backpacks are yellow, you will get a prize. Some of the backpacks are yellow. Do you get a prize?", Maybe.,0,-0.9894144,-1.9014091,-0.9706842,-0.9119946999999999
3,some-all,"If Ann has three of the snacks, Ann will get a prize. Ann had most of the snacks. Does Ann get a prize? Maybe.
If Jo purchases three of the tickets, Jo will get a prize. Jo purchased exactly two of the tickets. Does Jo get a prize? No.
If more than two of the pretzels are impressive, you will get a prize. Three of the pretzels are impressive. Do you get a prize? Yes.
If all of the cupcakes are expensive, you will get a prize. Some of the cupcakes are expensive. Do you get a prize?", No.,1,-1.9898393,-0.63535476,-1.2900789,-1.35448454
3,all-some,"If Ann has three of the snacks, Ann will get a prize. Ann had most of the snacks. Does Ann get a prize? Maybe.
If Jo purchases three of the tickets, Jo will get a prize. Jo purchased exactly two of the tickets. Does Jo get a prize? No.
If more than two of the pretzels are impressive, you will get a prize. Three of the pretzels are impressive. Do you get a prize? Yes.
If some of the apples are warm, you will get a prize. All of the apples are warm. Do you get a prize?", Yes.,1,-0.67106813,-0.9791049,-2.5501614,-0.30803676999999996
3,all-all,"If Ann has three of the snacks, Ann will get a prize. Ann had most of the snacks. Does Ann get a prize? Maybe.
If Jo purchases three of the tickets, Jo will get a prize. Jo purchased exactly two of the tickets. Does Jo get a prize? No.
If more than two of the pretzels are impressive, you will get a prize. Three of the pretzels are impressive. Do you get a prize? Yes.
If Jim spots all of the dogs, Jim will get a prize. Jim spotted all of the dogs. Does Jim get a prize?", Yes.,1,-0.48352072,-1.856865,-1.8470576,-1.37334428
3,some-some,"If Ann has three of the snacks, Ann will get a prize. Ann had most of the snacks. Does Ann get a prize? Maybe.
If Jo purchases three of the tickets, Jo will get a prize. Jo purchased exactly two of the tickets. Does Jo get a prize? No.
If more than two of the pretzels are impressive, you will get a prize. Three of the pretzels are impressive. Do you get a prize? Yes.
If the actor orders some of the cupcakes, the actor will get a prize. The actor ordered some of the cupcakes. Does the actor get a prize?", Yes.,1,-0.94650453,-1.3361568,-1.2485943,-0.3896522699999999
3,some-all,"If three of the apples are tasty, you will get a prize. Most of the apples are tasty. Do you get a prize? Maybe.
If none of the keyrings are orange, you will get a prize. Several of the keyrings are orange. Do you get a prize? No.
If Robin orders half of the rings, Robin will get a prize. Robin ordered half of the rings. Does Robin get a prize? Yes.
If Bill likes all of the mugs, Bill will get a prize. Bill liked some of the mugs. Does Bill get a prize?", No.,1,-2.2190876,-0.57460195,-1.2990434,-1.64448565
3,all-some,"If three of the apples are tasty, you will get a prize. Most of the apples are tasty. Do you get a prize? Maybe.
If none of the keyrings are orange, you will get a prize. Several of the keyrings are orange. Do you get a prize? No.
If Robin orders half of the rings, Robin will get a prize. Robin ordered half of the rings. Does Robin get a prize? Yes.
If Sally has some of the backpacks, Sally will get a prize. Sally had all of the backpacks. Does Sally get a prize?", No.,0,-1.2797914,-0.443068,-2.9953635,0.8367233999999999
3,all-all,"If three of the apples are tasty, you will get a prize. Most of the apples are tasty. Do you get a prize? Maybe.
If none of the keyrings are orange, you will get a prize. Several of the keyrings are orange. Do you get a prize? No.
If Robin orders half of the rings, Robin will get a prize. Robin ordered half of the rings. Does Robin get a prize? Yes.
If Laura sells all of the snacks, Laura will get a prize. Laura sold all of the snacks. Does Laura get a prize?", Yes.,1,-0.763193,-1.0086384,-2.0660381,-0.24544539999999992
3,some-some,"If three of the apples are tasty, you will get a prize. Most of the apples are tasty. Do you get a prize? Maybe.
If none of the keyrings are orange, you will get a prize. Several of the keyrings are orange. Do you get a prize? No.
If Robin orders half of the rings, Robin will get a prize. Robin ordered half of the rings. Does Robin get a prize? Yes.
If the actress notices some of the tickets, the actress will get a prize. The actress noticed some of the tickets. Does the actress get a prize?", Yes.,1,-0.967736,-1.1322029,-1.4207618,-0.16446689999999997
3,some-all,"If three of the keyrings are pretty, you will get a prize. Three of the keyrings are pretty. Do you get a prize? Yes.
If the woman wants all of the candles, the woman will get a prize. The woman wanted two of the candles. Does the woman get a prize? Maybe.
If Sam eats none of the churros, Sam will get a prize. Sam ate most of the churros. Does Sam get a prize? No.
If Sally eats all of the peanuts, Sally will get a prize. Sally ate some of the peanuts. Does Sally get a prize?", Maybe.,0,-1.7926701,-1.6228741,-0.5070828,-0.16979600000000006
3,all-some,"If three of the keyrings are pretty, you will get a prize. Three of the keyrings are pretty. Do you get a prize? Yes.
If the woman wants all of the candles, the woman will get a prize. The woman wanted two of the candles. Does the woman get a prize? Maybe.
If Sam eats none of the churros, Sam will get a prize. Sam ate most of the churros. Does Sam get a prize? No.
If Sophie likes some of the rings, Sophie will get a prize. Sophie liked all of the rings. Does Sophie get a prize?", Yes.,1,-0.51597786,-1.4963664,-1.8743649,-0.9803885400000001
3,all-all,"If three of the keyrings are pretty, you will get a prize. Three of the keyrings are pretty. Do you get a prize? Yes.
If the woman wants all of the candles, the woman will get a prize. The woman wanted two of the candles. Does the woman get a prize? Maybe.
If Sam eats none of the churros, Sam will get a prize. Sam ate most of the churros. Does Sam get a prize? No.
If the woman spots all of the snacks, the woman will get a prize. The woman spotted all of the snacks. Does the woman get a prize?", Yes.,1,-0.597143,-1.568056,-1.6164683,-0.9709129999999999
3,some-some,"If three of the keyrings are pretty, you will get a prize. Three of the keyrings are pretty. Do you get a prize? Yes.
If the woman wants all of the candles, the woman will get a prize. The woman wanted two of the candles. Does the woman get a prize? Maybe.
If Sam eats none of the churros, Sam will get a prize. Sam ate most of the churros. Does Sam get a prize? No.
If Bill orders some of the keyrings, Bill will get a prize. Bill ordered some of the keyrings. Does Bill get a prize?", Yes.,1,-0.9916986,-1.4538643,-1.0335765,-0.4621657
3,some-all,"If Jim sells more than one of the mugs, Jim will get a prize. Jim sold some of the mugs. Does Jim get a prize? Yes.
If none of the scarves are yellow, you will get a prize. All of the scarves are yellow. Do you get a prize? No.
If Ann owns three of the apples, Ann will get a prize. Ann owned half of the apples. Does Ann get a prize? Maybe.
If the teacher eats all of the sandwiches, the teacher will get a prize. The teacher ate some of the sandwiches. Does the teacher get a prize?", Maybe.,0,-1.5776242,-1.111613,-0.9358584,-0.46601120000000007
3,all-some,"If Jim sells more than one of the mugs, Jim will get a prize. Jim sold some of the mugs. Does Jim get a prize? Yes.
If none of the scarves are yellow, you will get a prize. All of the scarves are yellow. Do you get a prize? No.
If Ann owns three of the apples, Ann will get a prize. Ann owned half of the apples. Does Ann get a prize? Maybe.
If Adam orders some of the strawberries, Adam will get a prize. Adam ordered all of the strawberries. Does Adam get a prize?", Yes.,1,-0.41206294,-1.4607043,-2.6052008,-1.04864136
3,all-all,"If Jim sells more than one of the mugs, Jim will get a prize. Jim sold some of the mugs. Does Jim get a prize? Yes.
If none of the scarves are yellow, you will get a prize. All of the scarves are yellow. Do you get a prize? No.
If Ann owns three of the apples, Ann will get a prize. Ann owned half of the apples. Does Ann get a prize? Maybe.
If the singer spots all of the churros, the singer will get a prize. The singer spotted all of the churros. Does the singer get a prize?", Yes.,1,-0.6270649,-1.5402042,-1.7245724,-0.9131393
3,some-some,"If Jim sells more than one of the mugs, Jim will get a prize. Jim sold some of the mugs. Does Jim get a prize? Yes.
If none of the scarves are yellow, you will get a prize. All of the scarves are yellow. Do you get a prize? No.
If Ann owns three of the apples, Ann will get a prize. Ann owned half of the apples. Does Ann get a prize? Maybe.
If Jim has some of the snacks, Jim will get a prize. Jim had some of the snacks. Does Jim get a prize?", Maybe.,0,-1.2176385,-1.380137,-0.9214158,-0.16249849999999988
3,some-all,"If Bill sells two of the umbrellas, Bill will get a prize. Bill sold both of the umbrellas. Does Bill get a prize? Yes.
If the man gets three of the shoes, the man will get a prize. The man got half of the shoes. Does the man get a prize? Maybe.
If none of the burgers are mouldy, you will get a prize. Most of the burgers are mouldy. Do you get a prize? No.
If Sam sells all of the cupcakes, Sam will get a prize. Sam sold some of the cupcakes. Does Sam get a prize?", Maybe.,0,-2.161309,-1.1011592,-0.67710215,-1.0601498000000003
3,all-some,"If Bill sells two of the umbrellas, Bill will get a prize. Bill sold both of the umbrellas. Does Bill get a prize? Yes.
If the man gets three of the shoes, the man will get a prize. The man got half of the shoes. Does the man get a prize? Maybe.
If none of the burgers are mouldy, you will get a prize. Most of the burgers are mouldy. Do you get a prize? No.
If some of the umbrellas are blue, you will get a prize. All of the umbrellas are blue. Do you get a prize?", No.,0,-1.5692179,-0.32387573,-2.993061,1.24534217
3,all-all,"If Bill sells two of the umbrellas, Bill will get a prize. Bill sold both of the umbrellas. Does Bill get a prize? Yes.
If the man gets three of the shoes, the man will get a prize. The man got half of the shoes. Does the man get a prize? Maybe.
If none of the burgers are mouldy, you will get a prize. Most of the burgers are mouldy. Do you get a prize? No.
If John orders all of the scarves, John will get a prize. John ordered all of the scarves. Does John get a prize?", Yes.,1,-0.80426306,-1.0201597,-1.8338118,-0.21589663999999997
3,some-some,"If Bill sells two of the umbrellas, Bill will get a prize. Bill sold both of the umbrellas. Does Bill get a prize? Yes.
If the man gets three of the shoes, the man will get a prize. The man got half of the shoes. Does the man get a prize? Maybe.
If none of the burgers are mouldy, you will get a prize. Most of the burgers are mouldy. Do you get a prize? No.
If Jo wants some of the strawberries, Jo will get a prize. Jo wanted some of the strawberries. Does Jo get a prize?", No.,0,-1.1398841,-0.75494677,-1.6985464,0.38493732999999997
3,some-all,"If Mary has three of the strawberries, Mary will get a prize. Mary had half of the strawberries. Does Mary get a prize? Maybe.
If Michael orders two of the candles, Michael will get a prize. Michael ordered some of the candles. Does Michael get a prize? Yes.
If the actress notices several of the sandwiches, the actress will get a prize. The actress noticed none of the sandwiches. Does the actress get a prize? No.
If Michael has all of the mugs, Michael will get a prize. Michael had some of the mugs. Does Michael get a prize?", Maybe.,0,-1.9856082,-1.0168048,-0.8052989,-0.9688033999999999
3,all-some,"If Mary has three of the strawberries, Mary will get a prize. Mary had half of the strawberries. Does Mary get a prize? Maybe.
If Michael orders two of the candles, Michael will get a prize. Michael ordered some of the candles. Does Michael get a prize? Yes.
If the actress notices several of the sandwiches, the actress will get a prize. The actress noticed none of the sandwiches. Does the actress get a prize? No.
If the man purchases some of the snacks, the man will get a prize. The man purchased all of the snacks. Does the man get a prize?", Yes.,1,-0.27485374,-2.0025568,-2.6484995,-1.7277030599999998
3,all-all,"If Mary has three of the strawberries, Mary will get a prize. Mary had half of the strawberries. Does Mary get a prize? Maybe.
If Michael orders two of the candles, Michael will get a prize. Michael ordered some of the candles. Does Michael get a prize? Yes.
If the actress notices several of the sandwiches, the actress will get a prize. The actress noticed none of the sandwiches. Does the actress get a prize? No.
If John has all of the sweaters, John will get a prize. John had all of the sweaters. Does John get a prize?", Yes.,1,-0.772994,-1.2660931,-1.6038275,-0.4930991
3,some-some,"If Mary has three of the strawberries, Mary will get a prize. Mary had half of the strawberries. Does Mary get a prize? Maybe.
If Michael orders two of the candles, Michael will get a prize. Michael ordered some of the candles. Does Michael get a prize? Yes.
If the actress notices several of the sandwiches, the actress will get a prize. The actress noticed none of the sandwiches. Does the actress get a prize? No.
If Sidney sells some of the churros, Sidney will get a prize. Sidney sold some of the churros. Does Sidney get a prize?", Maybe.,0,-1.0644386,-1.872521,-0.8059125,-0.8080824000000002
3,some-all,"If three of the strawberries are warm, you will get a prize. Half of the strawberries are warm. Do you get a prize? Maybe.
If some of the pastries are warm, you will get a prize. None of the pastries are warm. Do you get a prize? No.
If Sidney spots some of the umbrellas, Sidney will get a prize. Sidney spotted two of the umbrellas. Does Sidney get a prize? Yes.
If the man sees all of the umbrellas, the man will get a prize. The man saw some of the umbrellas. Does the man get a prize?", Maybe.,0,-2.2728813,-1.0702025,-0.7716071,-1.2026788
3,all-some,"If three of the strawberries are warm, you will get a prize. Half of the strawberries are warm. Do you get a prize? Maybe.
If some of the pastries are warm, you will get a prize. None of the pastries are warm. Do you get a prize? No.
If Sidney spots some of the umbrellas, Sidney will get a prize. Sidney spotted two of the umbrellas. Does Sidney get a prize? Yes.
If Jo wants some of the sweaters, Jo will get a prize. Jo wanted all of the sweaters. Does Jo get a prize?", No.,0,-1.276423,-0.4778238,-2.874724,0.7985992000000001
3,all-all,"If three of the strawberries are warm, you will get a prize. Half of the strawberries are warm. Do you get a prize? Maybe.
If some of the pastries are warm, you will get a prize. None of the pastries are warm. Do you get a prize? No.
If Sidney spots some of the umbrellas, Sidney will get a prize. Sidney spotted two of the umbrellas. Does Sidney get a prize? Yes.
If the teacher purchases all of the hats, the teacher will get a prize. The teacher purchased all of the hats. Does the teacher get a prize?", Yes.,1,-0.5084036,-1.6095884,-2.0452878,-1.1011848
3,some-some,"If three of the strawberries are warm, you will get a prize. Half of the strawberries are warm. Do you get a prize? Maybe.
If some of the pastries are warm, you will get a prize. None of the pastries are warm. Do you get a prize? No.
If Sidney spots some of the umbrellas, Sidney will get a prize. Sidney spotted two of the umbrellas. Does Sidney get a prize? Yes.
If Sophie sees some of the mugs, Sophie will get a prize. Sophie saw some of the mugs. Does Sophie get a prize?", Yes.,1,-0.94647914,-1.3299364,-1.3095276,-0.38345726
3,some-all,"If Sally notices none of the umbrellas, Sally will get a prize. Sally noticed all of the umbrellas. Does Sally get a prize? No.
If Sidney eats three of the sandwiches, Sidney will get a prize. Sidney ate half of the sandwiches. Does Sidney get a prize? Maybe.
If the woman purchases three of the mugs, the woman will get a prize. The woman purchased three of the mugs. Does the woman get a prize? Yes.
If all of the burgers are cold, you will get a prize. Some of the burgers are cold. Do you get a prize?", No.,1,-1.4670994,-0.9614309,-1.1268324,-0.5056685
3,all-some,"If Sally notices none of the umbrellas, Sally will get a prize. Sally noticed all of the umbrellas. Does Sally get a prize? No.
If Sidney eats three of the sandwiches, Sidney will get a prize. Sidney ate half of the sandwiches. Does Sidney get a prize? Maybe.
If the woman purchases three of the mugs, the woman will get a prize. The woman purchased three of the mugs. Does the woman get a prize? Yes.
If Laura notices some of the strawberries, Laura will get a prize. Laura noticed all of the strawberries. Does Laura get a prize?", Yes.,1,-0.33084685,-1.4658947,-3.4021168,-1.1350478499999999
3,all-all,"If Sally notices none of the umbrellas, Sally will get a prize. Sally noticed all of the umbrellas. Does Sally get a prize? No.
If Sidney eats three of the sandwiches, Sidney will get a prize. Sidney ate half of the sandwiches. Does Sidney get a prize? Maybe.
If the woman purchases three of the mugs, the woman will get a prize. The woman purchased three of the mugs. Does the woman get a prize? Yes.
If all of the churros are cold, you will get a prize. All of the churros are cold. Do you get a prize?", Yes.,1,-0.5819409,-1.1675769,-2.542741,-0.585636
